device,useragent
mobile,"Mozilla/5.0 (Linux; U; Android 5.0; SM-G480 Build/LRX22C) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/53.0.3253.236 Mobile Safari/535.5"
windows,Mozilla/5.0 (Windows; Windows NT 6.2; Win64; x64; en-US) Gecko/20100101 Firefox/67.0
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; en-US Trident/6.0)
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; Win64; x64; en-US Trident/6.0)
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; x64; en-US) Gecko/20130401 Firefox/72.6
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/603.45 (KHTML, like Gecko) Chrome/50.0.3333.386 Safari/533"
chrome,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/602.46 (KHTML, like Gecko) Chrome/49.0.3681.192 Safari/602"
linux,"Mozilla/5.0 (Linux; U; Linux i641 ; en-US) AppleWebKit/603.38 (KHTML, like Gecko) Chrome/51.0.1850.263 Safari/533"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; WOW64) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/54.0.1093.254 Safari/603.3 Edge/13.58215"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 8_8_4; like Mac OS X) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/48.0.3031.225 Mobile Safari/601.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_7; like Mac OS X) AppleWebKit/602.18 (KHTML, like Gecko) Chrome/53.0.2342.267 Mobile Safari/601.3"
android,"Mozilla/5.0 (Android; Android 7.1; GT-I9800 Build/KTU84P) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/50.0.1336.321 Mobile Safari/537.7"
android,"Mozilla/5.0 (Linux; U; Android 4.4; SM-N8000 Build/JZO54K) AppleWebKit/533.5 (KHTML, like Gecko) Chrome/49.0.1988.108 Mobile Safari/601.5"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_9_4; like Mac OS X) AppleWebKit/536.50 (KHTML, like Gecko) Chrome/54.0.1286.148 Mobile Safari/602.3"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64; en-US) AppleWebKit/536.7 (KHTML, like Gecko) Chrome/51.0.2042.312 Safari/601.3 Edge/13.55937"
edge,"Mozilla/5.0 (Windows NT 10.2;) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/48.0.3336.205 Safari/534.4 Edge/13.97972"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64) Gecko/20100101 Firefox/54.9
windows,"Mozilla/5.0 (Windows; Windows NT 10.3;; en-US) AppleWebKit/533.15 (KHTML, like Gecko) Chrome/54.0.1551.179 Safari/602.9 Edge/9.97039"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_6_4; like Mac OS X) AppleWebKit/601.3 (KHTML, like Gecko) Chrome/55.0.2184.174 Mobile Safari/537.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_9_7; like Mac OS X) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/54.0.3220.326 Mobile Safari/603.8"
windows,"Mozilla/5.0 (Windows; Windows NT 10.5; x64; en-US) AppleWebKit/533.17 (KHTML, like Gecko) Chrome/50.0.2266.382 Safari/537"
edge,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/54.0.2109.331 Safari/535.4 Edge/16.85746"
android,"Mozilla/5.0 (Linux; U; Android 5.1; Nexus 6 Build/LMY48B) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/54.0.1947.174 Mobile Safari/537.8"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_8; like Mac OS X) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/47.0.3150.254 Mobile Safari/603.8"
windows,"Mozilla/5.0 (Windows NT 6.0; WOW64; en-US) AppleWebKit/601.23 (KHTML, like Gecko) Chrome/48.0.3660.191 Safari/534"
linux,Mozilla/5.0 (U; Linux i546 ) Gecko/20100101 Firefox/58.1
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; WOW64) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/52.0.1234.246 Safari/600"
firefox,Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) Gecko/20100101 Firefox/65.6
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; U; Windows NT 6.3; WOW64; en-US Trident/4.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64; en-US) AppleWebKit/600.30 (KHTML, like Gecko) Chrome/47.0.1609.219 Safari/535.4 Edge/12.68594"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_5) AppleWebKit/603.11 (KHTML, like Gecko) Chrome/55.0.2207.279 Safari/601"
android,"Mozilla/5.0 (Linux; Android 5.0.2; LG-D336 Build/LRX22G) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/48.0.1698.236 Mobile Safari/602.3"
android,"Mozilla/5.0 (Android; Android 5.0.2; SAMSUNG SM-G900M Build/KOT49H) AppleWebKit/536.36 (KHTML, like Gecko) Chrome/53.0.2067.245 Mobile Safari/535.2"
android,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G935I Build/LMY47X) AppleWebKit/603.14 (KHTML, like Gecko) Chrome/55.0.1856.266 Mobile Safari/600.8"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/54.6
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; x64) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/53.0.2776.330 Safari/537.8 Edge/8.45875"
windows,"Mozilla/5.0 (Windows NT 10.5; WOW64) AppleWebKit/536.43 (KHTML, like Gecko) Chrome/50.0.3908.396 Safari/603.7 Edge/14.77124"
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One M8 Build/MRA58K) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/50.0.2569.353 Mobile Safari/601.1"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64) AppleWebKit/600.18 (KHTML, like Gecko) Chrome/53.0.1856.113 Safari/603.9 Edge/15.72113"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64) AppleWebKit/537.30 (KHTML, like Gecko) Chrome/47.0.3922.137 Safari/603.8 Edge/8.87540"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_8_5 like Mac OS X) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/47.0.1670.243 Mobile Safari/533.6"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; x64 Trident/4.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) AppleWebKit/533.42 (KHTML, like Gecko) Chrome/52.0.3313.389 Safari/603.8 Edge/18.40941"
edge,"Mozilla/5.0 (Windows NT 10.5;) AppleWebKit/603.34 (KHTML, like Gecko) Chrome/55.0.3384.293 Safari/536.1 Edge/18.21342"
android,"Mozilla/5.0 (Linux; U; Android 7.0; Pixel XL Build/NME91E) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/53.0.1535.207 Mobile Safari/533.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64) AppleWebKit/535.16 (KHTML, like Gecko) Chrome/48.0.3622.382 Safari/535.3 Edge/18.50499"
android,"Mozilla/5.0 (Android; Android 7.1.1; Pixel XL Build/NME91E) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/53.0.2806.361 Mobile Safari/535.9"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; Win64; x64) AppleWebKit/534.27 (KHTML, like Gecko) Chrome/48.0.1671.378 Safari/534.9 Edge/12.20753"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; WOW64) AppleWebKit/533.7 (KHTML, like Gecko) Chrome/55.0.1361.332 Safari/602.4 Edge/18.13586"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_4) Gecko/20130401 Firefox/71.0
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8; en-US) Gecko/20100101 Firefox/49.5
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_5; en-US) Gecko/20130401 Firefox/71.2
mobile,"Mozilla/5.0 (Linux; Android 6.0.1; SM-D925I Build/MDB08I) AppleWebKit/537.8 (KHTML, like Gecko) Chrome/54.0.2063.314 Mobile Safari/535.9"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_2_2) Gecko/20100101 Firefox/61.7
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_9_8) AppleWebKit/603.14 (KHTML, like Gecko) Chrome/49.0.1532.267 Safari/601"
firefox,Mozilla/5.0 (U; Linux x86_64) Gecko/20130401 Firefox/61.5
mobile,"Mozilla/5.0 (Linux; U; Android 5.0.1; LG-D726 Build/LRX22G) AppleWebKit/601.49 (KHTML, like Gecko) Chrome/51.0.1579.312 Mobile Safari/601.3"
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_M9 Build/MRA58K) AppleWebKit/603.46 (KHTML, like Gecko) Chrome/52.0.1082.171 Mobile Safari/535.1"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 11_0_3 like Mac OS X) AppleWebKit/536.49 (KHTML, like Gecko) Chrome/53.0.1448.356 Mobile Safari/535.6"
linux,Mozilla/5.0 (Linux i581 ) Gecko/20130401 Firefox/71.8
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_0) Gecko/20100101 Firefox/71.8
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/52.0.2809.184 Safari/535"
windows,"Mozilla/5.0 (Windows NT 6.1;) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/52.0.2857.383 Safari/535.8 Edge/18.49300"
linux,"Mozilla/5.0 (Linux; U; Linux i566 ; en-US) AppleWebKit/601.46 (KHTML, like Gecko) Chrome/49.0.1902.112 Safari/600"
android,"Mozilla/5.0 (Android; Android 6.0; HTC One M8 Pro Build/MRA58K) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/48.0.3309.160 Mobile Safari/602.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_8_0; like Mac OS X) AppleWebKit/602.15 (KHTML, like Gecko) Chrome/48.0.1703.319 Mobile Safari/534.9"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_8; like Mac OS X) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/53.0.3606.229 Mobile Safari/533.8"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) Gecko/20100101 Firefox/58.7
android,"Mozilla/5.0 (Linux; Android 6.0.1; HTC One_M8 Pro Build/MRA58K) AppleWebKit/533.26 (KHTML, like Gecko) Chrome/54.0.2869.188 Mobile Safari/537.2"
firefox,Mozilla/5.0 (Linux; Linux i644 x86_64; en-US) Gecko/20130401 Firefox/56.0
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/48.0.3285.262 Safari/535.0 Edge/9.97487"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/537.23 (KHTML, like Gecko) Chrome/51.0.1803.355 Safari/602.0 Edge/18.39017"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/69.0
windows,"Mozilla/5.0 (Windows NT 10.4; WOW64; en-US) AppleWebKit/534.14 (KHTML, like Gecko) Chrome/49.0.2717.134 Safari/602.7 Edge/8.86467"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_2_3) AppleWebKit/602.40 (KHTML, like Gecko) Chrome/50.0.2600.183 Safari/600"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_9_9) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/50.0.2648.169 Safari/533"
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; Win64; x64; en-US) AppleWebKit/536.36 (KHTML, like Gecko) Chrome/55.0.2796.216 Safari/535.3 Edge/11.73512"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_6_2; like Mac OS X) AppleWebKit/534.49 (KHTML, like Gecko) Chrome/49.0.1989.308 Mobile Safari/600.1"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; Win64; x64; en-US) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/47.0.2812.375 Safari/534.9 Edge/13.16483"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_9_7; en-US) Gecko/20100101 Firefox/55.2
